Comment,Sentiment
Its interesting because you dont know if there are actually malevolent creatures in the woods or if the mother (Halle) is suffering from extreme psychosis and is keeping her boys tethered to the house for no reason.,1
Mickey and family,1
The main question is; will it be a movie or a limited series? I cant see just being done to the book in a movie format know they stretch it out to 3 hours at least,1
Ill watch anything with Hunter Schafer in it :relieved_face::red_heart: i cant wait it. I love her so much :red_heart::red_heart: I remember Dan Stevens in The Guest. He really nailed unsettling characters.,2
I wonder if Batman shows up,1
It was far longer than 7 years since we had a good aliens movie,1
Disney turn off the comments on their posted trailer :face_with_tears_of_joy:,0
"Okay, I was not expecting anything from the Alien universe at all. This is friggin awesome! This has throwback hints of 1 & 2....if these scenes are truly just snippets, this movie could be fantastic. I cannot wait!",2
"Should hidden the fact that he is the butcher, 80% of the movies is in the trailer, all that left is M Night :clown_face: twisted ending.   Middle finger to whicher studio exectives approved this trailer.:middle_finger:",0
Monsters wears many faces.,1
Ughhh yessss iam happy for horror right now :clapping_hands::clapping_hands:,2
Love the colour grading in this!!,2
"The way Tom Hardy says, burn it down so casually.  I really hope this is good.",2
Im obsessed with Dan Stevens weirdo characters and their accents,2
Hes the bad guy in the movie,1
if james eral jones isnt in it im very disapointed,1
"Ill watch it, but Im not going to be happy we never got to see the prequel finish its trilogy.",0
Jodie Comers midwestern accent is the equivalent to Dick Van Dykes Cockney accent.,0
Song name at  ?,1
And thank you loads for not giving away the plot of this movie!,2
EVERYTHING that A24 drops gets watched,2
"Oh I know this movie, its a remake of a danish film. Excited to see this version!",2
Yay CGI! Isnt that why the only good movies were the first two?,2
A lion was born without a drop of nobility in his blood... Isnt that a retcon of the original??? Just changing the story and giving us something no one asked for. Way to go Disney,0
Why is he reading Sanskrit?,1
Oooffah,1
holy heck this looks amazing!,2
I hope the movie looks better than this trailer! It looks like cheap computer graphics. It doesnt have that same same look like the first movie.,0
Bro Ive been literally waiting,2
Ahh Ive been excited but this trailer feels all over the place. Fingers crossed!,2
I can already tell you how this movie is going to end. Either escapes and has the black guy as his next victim. Or he just simply escapes.,1
"Love the 80s/90s look, makes you feel even more like youre going to get something meaningful.",2
Im so excited :party_popper::party_popper:,2
Austin Butler is a great actor :clapping_hands:,2
"Lose the toupee and jacket, button up the shirt and he looks exactly like Walter White",1
More cows in the tornado. Moo.,1
Who actually wants to watch this crap? Looks like youd be better off watching the ok original again :grinning_face_with_smiling_eyes:,0
"Saw the thumbnail and was immediately like, A24 prison movie? Lets go, sold. Then I watched like thirty seconds of the trailer and was like A24 prison movie about a prison theater program? I NEED TO SEE THIS IMMEDIATELY",2
"I mean, Austin butlers talent is glowing in everything he does. And Tom Hardy? Im sold.",2
Just why?,0
"There is no way this will work. How can someone reimagine Marquezs work into tv?. Who can rewrite this to tv or any other media for that matter ?.. How can this masterpeice get fit into a generic 8 episode per season format of Netflix?.  Netflix could not even do  justice to  Avatar the last air bender and that was a freaking cartoon !!!!. Netflix will never understand what this book really means. If they understood that, they will not even attempt to make this in to a tv show. It is not just a  novel. It is the history of a continent.. No one can rewrite this to tv. If you say Marquez has reborn and wrote the script, then I will beleive there is a chance for it to work.  Otherwise, this will not work !. (No, I am not hoping for  it not to work. I want it to work. That would be amazing. But I know it willl not !)",0
So the only real transformer movie is an animation alright hollywood the gig is up we tired of yall taking our :money_bag:,0
"Gabriel didnt want any of his novels to be made into TV shows because he wanted everyone to have a version of his books in their headsThis book is my favourite of all time, Ill watch the show but cant help feeling sad about that",0
We need this bloody bang from Marvel :party_popper:,0
Transformers with Human Interaction stills the best. :red_heart:,2
I believe I speak for everyone when I say: yawn,2
I feel like this is what Goldbug would be like if he gotten his time to shine after all these years. It couldnt hurt if he somehow made a comeback.,2
"The original Danish version of this movie litterally traumatized me. Hands down, one of the most sinister, chilling and unforgiving thrillers that Ive ever seen. I knew nothing about the movie when I watched it, and did not see it coming at all. This trailer is already giving away too much. My recommendation would be to first watch the Danish version if you can. It will haunt you.",0
The Penguin looks like becoming one of the best TV-shows of 2024. The Batman is great so this one must be great as well. We need 2 years before The Batman Part 2 comes out. So its a perfect project to release between them.,2
Exactly as I imagined AMAZINGG,2
"There are three killers in the stadium, The Butcher, The Baker and The Candlestick Maker! Which  one is he?!?",1
Its weird that this trailer is now downplaying any connection to the photojournalist Danny Lyon and his book The Bikeriders… when they were clearly making at least a small connection between the two with the trailer that released last year… now it feels like they are trying to sell it as an original story.. the Vandals… we know which club their supposed to be hahaha :grinning_face_with_sweat:,0
Never been this excited for an mcu film since No Way Home,2
So good.  So glad they kept the look and feel of the Twister.  Cant wait to see it.,2
OMG this looks so unique and special. Anything Benedict is in is pure gold. I cant wait!!! :red_heart::red_heart::red_heart:,2
Im getting Thor Ragnarok feelings for this and not a big fan.  Need a more pg-13 style movie not a g rated movie,0
Austin Butler is a movie star.,2
Oh man... This film is gonna make me cry :face_with_tears_of_joy:,2
Dont think this will translate well into a series.Movies are just too literal. Just one of best books ever,0
whell ill be damned Dewey Crowe,1
Ummm.......so.......why she got 2 chocolate kids? They should have been gold toned.,0
wish  I knew why they have to gay EVERY single movie out now.. LMfAO.. evvvvverything out today .. what a disgusting shame,0
"I didnt think anyone could hold a candle to Bill Paxton and the original, but this looks epic. Glenn Powell was excellent in Top Gun: Maverick. I will definitely be seeing this on the biggest screen possible",2
They remade a perfect movie…. Like whyyyyyyyyyyy!,0
"This movie is gonna crush us, isnt it",2
The animals look more like cartoon characters. Theyre making facial expressions this time around.,1
I bet hes not the killer...,1
Anybody wanna talk about antmans giant carcass?,1
It looks fun. Im gonna watch it and treat it as an actual prequel,2
"Why is this a remake??? Why not a sequel?!? Yeah, this looks good, but still, its not a good choice :smiling_face_with_open_hands:",0
"Im getting notes for A Quiet Place, Birdbox, and It Comes at Night.",1
Hes really the beast that escaped and tried to live a normal life.,1
What theeee heellllllllllllll,0
The MCU going to be back on top again and I never doubted them,2
"A24 is the Nintendo of the movie industry. Everyone else blundering around with pretty graphics, big set pieces, a-list voice actors, and movies that feel like every other movie. A24 just shakes their head and puts out thought provoking horror movies, feel good prison dramas, a movie about lighthouse workers losing their minds, a girl who wears a garden on her head and kills people that you actually somehow still feel sorry for, whatever tf green knight was all about...Fat pocket execs trying to study and research what makes a movie money. A24 making everyone remember what makes a good movie.",2
" I personally thought she looked like a cool manga character with the background too, damn she is already amazing!",2
"yess this looks amazing!! Ive seen M. Night Shymalans Old and Knock at the Cabin and if Trap is anything like those movies, I cant wait!",2
The best book I ever read,2
"Ryan Reynolds, just saved the MCU. Its a good day.",2
This looks ridiculously bad. A horrible 80s horror flick,0
GOOD cast ! :D,2
Reminds me of my neighbor and her son,1
"Good thing they brought in Hugh Jackman as wolverine to save this movie, because deadpool2 was maybe a 5 out of 10",2
Colman Domingo and Paul Racing is such powerhouse duo. Cant wait to see this film.,2
Its already out tho,1
Very Nice :slightly_smiling_face:,2
Minecrafted Transformers,1
So excited for this she was amazing in Gothika,2
"The woke destruction of another iconic movie...They wont rest til they destroy it all folks, when you cant formulate unique quality ideas, you rewrite history and form it to your own agenda.Im gonna go ahead and predict this will bomb just like the rest of the woke garbage they try and force feed us.Sad part is they get funded with our tax dollars even when we dont pay to watch this trash.",0
This looks like the kinda movie for Fonda and Nicholson,1
Why is antman here?,1
Man Tom Hardy is the GOAT!!!,2
The ending was amazing! Best scene in years!,2
The trap is this commercial. He just gave away the entire movie. Why?,0
Really hope its good not like covenant,2
"Ive seen this version of movie before about a year or two, i believe its was a Dutch movie !!!",1
first (?),1
"Come on, statistically he wont make out alive before the movie ends, without the horror element.",1
"I can tell, this is gonna be sick.",2
All I want is to watch the same thing again and again but worse every time. Thank god for Hollywood.,0
So they remade Speak no evil but in english. The original still looks creepier,1
Josh hartnett still acts?This just an excuse to get his daughter in a movie?,0
MAN THIS IS THE BEST YEAR FOR HORROR SO FAR :red_heart:,2
Same as any other origin story....,0
"There are two different types of Transformers Ones; Transformers 1 is the first live-action film released in 2007, and Transformers One is this one.",1
Gonna keep my Netflix account for this.,2
"Gooooosepumps & teary eyes!You did your thing, beloved :red_heart:",2
Okay austin and Tom the duos,1
Do you think Batman will show up anytime soon in this series???,1
Then new Kang,1
"To think I first saw Colman Domingo in an episode of Lucifer, which happens to be my favorite episode. Bravo on your success, good sir!",2
looks cute. excited about this.,2
Colman Domingo is booked and busy!!!,2
thanks for the whole movie!,0
When does it come out :weary_face:,1
First good movie trailer ive seen in probably in idk how many years,2
We heard about Sing Sing back in the day,1
"Should have been Low-Budget, Practical Effects and No trash CGI for this garbage movie doesnt look like it takes place between Alien and Aliens because of the garbage graphics.",0
that looks amazing!,2
Soooo it not a prequel to any current transformer films So is it a stand alone but a basis for transformer back story?,1
Man the audio shaked me ..//..\\..,2
pos.  pos casting. the trailer has pos music in it.,0
Finally the Alien/Star Trek crossover weve all been waiting for.,2
This looks terrible.. Disney is DEAD,0
"i WASNT REALLY KEEN ON THIS, BUT AFTER WATCHING THE TRAILER..... IM IN!!!",2
Bird box 4.0 but this looks good Im down!,2
movies like this make me even more racist,0
no matter how cool you think A24 is remember they are down with Jen-oh-side :) its still a hollywood zio production company... Im boycotting all american culture from now on because it hides behind pseudo-intellectualism but is really just zionsm... BYE!!!,0
Ngl this looks INSANE,2
What is LFG :grinning_face_with_sweat:,1
When Netflix tries to copy A24,0
omg lmao this is like my nightmare,1
"If theres anything good that came from the walking dead franchise, is that it definitely launched some great talent like Colman, Steven Yeun, and Danai Gurira",2
I could listen to Collin monologue as the penguin all day :OK_hand_medium-light_skin_tone:,2
@ Is...that a Mad Max Fury Road type of reference or universe?!:anguished_face:,1
Literally who asked for a Twister remake?,1
"I cant believe Harley is sponsoring/endorsing a movie about 1%ers! Your 2024 bike intro has bikers blatantly breaking the law all through the ad, and now you are behind this movie about blatant law-breaking!How about making a movie about law-abiding bikers- like 99% of the biker community?",0
"I dont have any high hope about this. Just anything better than Into The Storm and Im good. The OG Twister is such a classic, you need to be extremely good to be on par, let alone beat it.",2
They should of left this movie alone.,0
Coleman Domingo is going to kill this! it looks so honest and authentic. I cant wait to watch it.,2
It would be neat if he obtained his iconic top hat and monocle in this series!,2
Glad to see the previous terrible script ideas were disposed of :wastebasket:,2
"Please dont mess this one up Netflix, you aint been doin so good lately on the originals o.o",0
lol Maybe the next one.,1
"oh look another fucking remake, how original...",0
"Lets let conservatives talk about how hot the lead is until we tell them about her, then when they cry about it we can expose them for their insecurities.",1
Loved it..,2
Hype is real,2
"Whenever I think of strong female lead, Alien comes up first. Dont mess this up with modern BS.",0
Princess Lavengra,1
The books encompasses vivid imagination in a readers mind. I dont think so that screening would do justice to the book,0
spoiler she has a cuckoo,1
"The gun says Smile. Wait for the flashAlso, is that a 20th century fox logo? :face_with_open_mouth:Is that Ant Mans super sized skeleton?Alioth from Loki.",1
Looking forward to it. Jeff Nicols is a really good director and Austin Butler......what can I say.......Id see anything he is in as well as Tom Hardy. Going to see Dune 2 tomorrow where I hear Austin Butler is brilliant.,2
No I hopw if only you guys have followed and make its quality like tranformer to transformer last knight. like real not a cartoon type,1
Were getting so much of Austin this year and I love it,2
Looks like Isolation in the best way possible,2
A Mufasa origin story? Damn it. Ill watch it.,2
Finally a refreshing horror story,2
When you enjoy the trailer you know its a hit.,2
Not going to lie I want to see him wear a top hat and have actual penguins,1
How is the CGI worst  in this one then in the original???,0
"Twist - the daughter is even worse than he is. Or Vampires. Yeah, lets go with Vampires!",1
This looks fuckign terrible,0
I want this to be good so bad :crossed_fingers: the production design looks amazing!! :fire:,2
"Visuals look nice. Just please dont be a bunch of people whose stupidity is the only thing driving the story on. You know, trash writing. Or just a cast of teenagers. Because lets face it, even teenagers dont like teenagers.",2
 Me when normie people crack dark jokes,1
"fnkn siht man , why now all the movies show woman this strong . waste of my money",0
"Like the original, the trucks is main star of the movie. especially RAMs",1
New literally me just dropped,1
"Jeff Nichols: Michael, Ive got a job for youMichael Shannon: Obviously",1
"help me,,, i cant add up the story line",1
"Man that was super uncomfortable to watch, looks like a banger, cant wait to see it",2
Scary!,2
That black detective looks basically like every black detective in detective movies ever,1
Hunter just looks like a boy to me. Ive never seen a girl who looked so androgynous,0
Theres 6 hours Ill never get back..... so God awful Im :flushed_face: for the writers ....,0
This looks like its gonna be the straight dope,2
And how did Coleman Domingo not win an Oscar last night :face_with_rolling_eyes::face_with_rolling_eyes:,1
Stop remaking everything you hacks.,0
guys there aint no way this is a real thing...Disneys trolling,0
Like Hitler and Churchill hanging out when when he was a wanna be artist.. just forget that he becomes a genocidal maniac.,1
Its base off a true story,1
SOOOOOOOOOOOOOOO Hyped to this,2
Omg is this a remake of the old twister movie??,1
Is that the Map guy from original Twister?:face_with_open_mouth: Looks alike:thinking_face:,1
Mufasa seems strangley attatched to the Great Kings of the Past for being one born without a drop of nobility.,1
Its such irony how a lot of the movie is about cleaning up the trash and the homeless living underground when in reality the trash that needed cleaning was the elite of New York City. Such a good show. 10 out of 10,2
"Personally hoping this is like what Prey was to the Predator franchise. Simple story, well executed, back to the roots! Got high hopes so far!",2
"Tilman Singer is next in line for horror director icon, First it was Ari Aster, then it was Robert Eggers, now its him. I recommend seeing his first movie LUZ (2018). If you know you know :raising_hands:",2
who asked for this?,0
...love this weird sh##,0
"Ill admit, the designs threwed me off a bit. But hey, Ill still watch it.",2
Cant wait for the YMS 3 part review on why this movie is awful,0
Now thís is a trailer :pinched_fingers:,2
One of the worlds greatest opening lines.,2
About time we got this movie:tired_face:,2
Its the freakinn bat,1
Cant wait!!! Lets go!! Definitely going to see this banger movie in IMAX :grinning_face::sparkles::fire::thumbs_up_medium_skin_tone::hundred_points::high_voltage::smiling_face_with_sunglasses:.,2
Twister 1996 was the first movie released on DVD,1
I havent read the book so this trailer tells me nothing. Something about a small family?,0
"If theres no flying cow, I dont wanna see it :enraged_face:",0
"As an actor I hate being asked am I acting in front of people or am I acting. Thats abuse, rude, and mean. :grinning_face_with_sweat:",1
This movie will flop,0
Transformers are always my favorite :party_popper:,2
Holy s*** take my money,2
Was this filmed in Africa?,1
Aight so pretty obvious the black guy is the killer. Wonder how Harnetts character will save the day.,1
Marvel finally realizing all those feminist shiz dont work in real world :rolling_on_the_floor_laughing:,0
Hes no Robin Lord Taylor,1
Shame. Why not call it Twisters 2 - Even Twistier.,0
Looks promising so far,2
"go watch the original film, which is Danish (same name)absolutely insane! and probably much better than the us one",0
Another animated Lion King movie? Its animated because they did not teach Iive action lions to act.,0
Why are Timon and Pumba in this? :grinning_face_with_sweat:,0
Awesome so see this,2
"If donald glover played simba, and if this is when mufasa was a kid, then who tf is donald playing :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",1
Of course jay z n beyonce had to stamp their damn kid in the film,1
"I dont know why, but I teared up watching this.  seconds. This looks stunningly beautiful. Another A24 film examining the uniqueness of the human condition.",2
"This, this is mens movie.",2
Really the Greatest ever Reunion,2
"Do we think its gonna make more than gotg3, dr strange2, spiderman nwh, or avengers endgame/infinity war",1
Even if there are more twists... can you please not reveal this in the trailer??? I mean.. seriously?!?! do you even pay professionals any more?,0
The one thing that would make this trailer better is if no one actually talked in it. The OG Alien trailer proved that less is more.,0
"I just hope it wont be a remake of Alien 1, because these pictures smell a lot like Alien 1.",0
"Finally a manly movie, so sick of this women empowerment bs",2
I bet the daughter is the real butcher and hes gone crazy over Tim having to hide her victims idk that seems like a twist,1
Is this AI generated???,1
"I dont care what anyone says this is gunna be peak, bumblebee gunna be hilarious cause realistically he probably was a jokester before the war",2
This is how a trailer is done,2
Its ridiculous how they arent wearing helmets.,0
Yeah. Is Batman in it or what?,1
"FINALLY OH MY GOD I CANT WAIT TO WATCH THIS !!!!THEY EVEN FILMED SOME OF THE FIGHT SCENES NEAR WHERE I LIVE, I COULDNT BELIEVE IT !!!!) :beaming_face_with_smiling_eyes::collision::star-struck::fire::crown::smiling_face_with_sunglasses::thumbs_up::OK_hand::crossed_fingers:",2
But will it release in RealD 3D?,1
most exited for a transformers related product than ive been in a while,2
This book gave me the love to read back in high school. Since then I have read it so many times I can recite paragraphs out of it. I hope this gives the book justice. I am excited and afraid.,2
Twister year 28 movie!,2
I cant wait for it :star-struck::star-struck::partying_face::beaming_face_with_smiling_eyes:,2
Why does this feel like the sopranos?,1
FINALLY!! A transformers movie with NO HUMANS!!,2
" listen carefully, isnt it monsters scream from Quiet place?",1
The song is SOS by ABBA.,1
Is this the remake if the one with Halle berry with the gold tooth,1
"I love Mc Avoy and Devis, but to do a remake, only after 2 years from the original ... whats the point, why?!",0
"Looks good, buti wish theyd stop with this trailer starts now  nonsense where they show a bit of tbe trailer then the trailer.",2
Im not about to keep watching the end of the world movies these demons always want to end earth im out :victory_hand_medium-dark_skin_tone:,0
Funny how the cgi looks way worse than the original Twister released in 1996,0
is NEON the new A24?,2
Excellent A24 movies are gold !,2
"It is quite sick to allow children to be a part of such videos, disturbing acting roles, smh. Inhumane creatures clearly allowing it, those who pay to watch too really, smh.",0
THIS IS NOT A BAD GUYS!,1
Its parasite house right :play_button::grinning_face_with_sweat:,1
Cant get enough of your thought-provoking content,2
Just for a second i thought i saw conan obrien at     XD,1
I was very happy to see Halle Bellini in the cinema again.,2
Omggg this is really happening!!!!:party_popper::party_popper:,2
"*Spoiler Warning* This show had me captivated until I realize that the kid was hiding out this entire time, while he had the whole city praying for his safe return, as he continue to drain valuable police resources just to get back at his dad because he got yelled. I dont think the main characters are suppose to be this unlikeable, they unintentionally perpetuate the stereotype that white kids and middle age gentrified artist are actually entitled spoiled little pricks with first world problems pretending to be the solution to real issues. Meanwhile they live in their bubble of naiveté.",0
daughter did it fasho,1
 Liefelds Just FeetGood one.,1
Can you imagine James Gandolfini playing this role,1
"lmfao!..  Oh, these AI-CGI movies...:grinning_face_with_sweat::grinning_squinting_face::face_with_tears_of_joy::rolling_on_the_floor_laughing::joker:",0
"Im just glad that the Transformers franchise is trying something new, after so many years since start.",2
"definitely looks better than into the storm, though I still kinda hope they keep some of the cheesiness of the original intact",2
I tried reading this book ions ago.  Never finished it.  I dont remember that there was any action :smiling_face_with_smiling_eyes:,0
Ohhh yes please,2
Very intriguing especially because of Benedict and the whole kid monster plot idea.,2
This looks like Birdbox or A Quiet Place. I am interested in seeing this.,2
Please dont put any woke character in this,0
Yo Is it just me or does  sounds like when Jetfire first transformed in ROTF,1
Eric channels his alternate self as Sherlock Holmes. Case solved in 10 seconds of deduction.,1
Very nice concept :red_heart:,2
Looks like old tv-cartoon show...,0
IDK man. Not trying to see a whole bunch of brother incarcerated pretending to be free. It hits the feels though for sure and Coleman Domingo is an awesome actor.,0
Wow does this look awful!,0
"first impressions:-immediately has people HIDING UNDER A GOD DAMN UNDERPASS which is extremely unsafe and if they dont make an example of how dangerous that is im gonna be furious-anthony ramos??????-making the bill replacement more yeehaw is a choice. hopefully it wont be his whole character. original movie made things feel like oklahoma with the vibes, not just making it in your face-cgi looks way better than any other tornado movie ive seen since the original which is sick. the wide shots were gorgeous-still unrealistic in how tornadoes cause damage so hopefully the charm will overrule the innacuracy like the original. please focus on the chasers and the love for severe weather pleasee-WHY IS DOROTHY BACK WE ALREADY HAD DOROTHY 30 YEARS AGO. SURELY WE COULDVE INCORPORATED SOMETHING NEW THATS NOT DOROTHY LIKE HOW WERE CURRENTLY USING SUPERCOMPUTERS TO GENERATE TORNADIC EVENTS AND SEE THE DATA INSIDE TORNADOES THAT WAY )GO DR. LEIGH ORF!!!)-no hints at a banger soundtrack. immediately disappointed-it was all kind of just the classic disaster movie p0rn that trailers have so i really dont know what itll be like story wise all i know is im irritated and concerned and just want this to be half as good as the original-rip billy and philip they better get a tribute",0
Been waiting for this a long time,2
"Very intriguing trailer, definitely will watch it",2
If they start singing in the first 10 min Ill cancel my subscription I promise :man_gesturing_NO_light_skin_tone::man_bowing_light_skin_tone::raised_hand_medium-light_skin_tone:,0
I hope this will really be as good as it looks!!,2
I was expecting a very predictable and boring dudes daugther went missing type of movie until they hit me with the oohhhhhhhh plot twist. Nice.,2
The thumbnail could have been for a Bray Wyatt biopic. Fireflies out in force.,1
"Oooooooooooooh yeah!!!! This looks fucking scary, fun, and AWESOME!!! Cant wait!!! :weary_cat::black_heart::weary_cat::black_heart::weary_cat::black_heart:",2
I like the filter effect.,2
Spoiler: he dies in the sequel,0
How you go have Cuckoo with the Coco Puffs....,1
Shyt looks lame too dramatic and bad acting by me cowboy :cowboy_hat_face: :face_with_tears_of_joy:,0
Wheres David :grinning_face_with_sweat:,1
This is gonna be heart-breaking,2
"So Far, i am Totally Digging this One minute and two seconds of practically premature earliness.:thumbs_up::fork_and_knife_with_plate:",2
Halt and catch Fire reunion,1
"This looks like a reimagining of the first. And the first movie came out the year j was born, but stuck with me. Bill Paxton was an amazing actor and beautiful soul. I hope they pay respects to him.",2
He was always my favorite batman villain,2
This movie is a knockoff! :face_with_open_mouth:,0
 wtf moment,0
7 years,1
Chris and ScarJo!  Ill go see this.,2
well thats a weird turn,0
The other movie came out only two years ago.,1
"Looks solid for sure. I wish I remembered the name of the rental movie this reminds me of. Its a young man alone, same setting and hes blind. His parents taught him how to live and survive before they died  cause of a thing in the woods. Then a black gentleman appears and stays for awhile and befriends him. Theres a twist and its sad by the end.",2
Nobody wants this,0
Bruh…that caught me for a loop:face_with_tears_of_joy:,2
"unironically, this is most wolverine wolverine has ever looked",2
Looks great but terrible name for a movie.,2
Too many remakes smh,0
It reminded me of arcadian with Nicholas cage.,1
Would be awesome if bill paxton could have done a cameo with Helen hunt. Twister is still to this day the best tornado movie by far. Too bad bill is gone,2
"I saw the picutre my brain said And now, say my name.",1
Do not tell me Megatron got his name from basstron,1
Optimus Primes Voice Actor Sounds Like YOUNGER Version Of Him Self TODAY. :),2
NEON is like a backyard A24 of horror movies,0
"The visuals look promising, but Im not quite sold yet. The original Alien was a slow burn, character-driven narrative with a wider overarching narrative about corporate greed. Alien (and even Alien 3) were not just some slasher flick full of cheap jump scares. I hope this film honors that.",1
"You and I broke the laws of God & Jesus paid the price. With the heart one believes and is justified, and with the mouth one confesses and is saved. Romans 10:10",1
This will be the biggest hit for MCU since No Way Home for sure!,2
You were THE X-man hit so hard with me as Hugh jackman as Wolverine was my first introduction to marvel as a whole.,2
Is this real or more fanmade stuff?,1
I bet there is human taxidermy involved.,1
‪Im so excited for this series! Penguin has always been my second favorite Batman villain right after Clayface; plus who doesnt love Colin Farrell?! :fire::fire::fire:‬,2
I hope there are flying cows in this too.,1
Hangman will let you die in the suck zone.,1
"Hmm, not a big fan of outlaw MC clubs. However, I do love the Patriot riders.",1
I m just praying that they made the script good. Not too speedy bud creating a chemistry! I cant bear this movie failing after hughs u-turn.,0
thats a shame.,0
Its redundant to make a movie or show for every freaking character IMO.,0
lowkey I was hoping that this movie be a healing/drama genre,1
"A24 - look at me ok I will lol,",2
Why I feel like Im watching a dc version of the sopranos :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
Something tells me its the daughter whos the butcher,1
"Thats the dude from the new hunger games , honestly maybe one of the worst actors Ive ever seen .Cant believe these people keep getting movie roles . Its almost these studios dont want to turn a profit .",0
Now that looks good.,2
So pretty much the Sopranos but in Gotham... I dig it :fire:,2
"Its official, Hollywood is out of original ideas. Now theyre just gonna make reboots/remake old movies while fucking them up, changing gender and race of the main characters. And god forbid some snowflakes takes offense of anything in the remake.",0
Best book ever in history! :red_heart: hope you dont mess it up :crying_face:,2
This looks fantastic,2
I love that these post-apocalyptic thrillers are coming out! This is my type of genre. Adding this to my calendar :spiral_calendar:,2
It needs to have more Jodie Comer. Hope the delayed release will be targeting the Oscars.,1
The concept reminds me of Birdbox,1
"Disney is so creatively bankrupt, its not even funny at this point. Who tf asked for/ wants this?? Lefts be fr, folks",0
"A live action GTA: Lost and Damned. If you know, you know.",1
Riding bikes forming gangs and creating trouble and violence. Love how movies glorify immaturity..,0
Tonos really  did them dirty  :skull: :face_with_tears_of_joy:,1
Cant wait to no see it,2
"Tom Hardy, do you need another reason!",2
Never see this shit more like,0
With this franchise make sure to have your expectations low and expect nothing.,0
An nice release while I eat my breakfast <3,2
Straight to Paramount+.,0
"Well, if he doesnt get an Oscar this year for Rustin, he will get one for this next year.",2
This is the only thing that could ever bring Opie & Anthony back,2
this will be up for an Oscar,2
They are going to make a story out of Zazu and Rafiki in a few years :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
Why do they let children play in this kind of films?,0
This is awesome! Do you agree?,2
Damn. I feel like this trailer showed too much.,0
"Im hoping this is connected to unbreakable, split, glass. By the way they are calling him the butcher it def sounds like a villian name people usually say serial killer. If not either ways it looks good nonetheless :OK_hand:",2
I see Jodie Comer and I will watch it. Simple,2
FINALLY A BEE WITH A FUNNY PERSONALITY :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: ( my favorite transformer),2
I AM SO WATCHING THISSSSSSSSSSS,2
Halle is THAT BITCH :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,0
This is Totally comedy action journey film,1
Dont need to watch the movie now... already know what happens,1
This really takes me back to transformers prime,2
"I remember my grandmother saying to me  I dont care what they tell you at school, José Arcadio Buendía was black",1
So the dad is the butcher?,1
Why does tihs have 1k reviews on IMDB already and says 2023 as the release date?  Can anyone explain? Because I highly hope this is dope.,2
"Who made this? Disney Marvel? Too many jokes, there is nothing about this feels new",0
Well Im psyched to not watch this and watch Sonic 3 instead.,0
Reality is but a dream... I truly. Hope Netflix does Garcia Marquez justice. A great book I never get tired of going to it time after time,2
Great. Wheres sonic 3,2
Abused movie,0
"Man, Ive been waiting for a new Alexandre film! Cant wait!",2
They bout to erase every horrible thing CW did to us with Gotham,2
I just finished the book few months back. Now waitingfor this series. :slightly_smiling_face:,2
"Eggs Benedicts American accents are always sloppy, nothing has changed here.",0
"Why they r making transformers like a cartoon, we remember rise of the fallen and age of extinction :fire::fire::fire::zipper-mouth_face::zipper-mouth_face:",0
very gay,0
A24 is the best,2
Can we assume that were looking at Aureliano Babilonia in the beginning of the trailer right when he learns how to read the journal?,1
Look lady aint interested :face_with_tears_of_joy:,1
Hollywood is so dead just keep remaking the same movies over and over. Sorry I seen this movie 20 years ago,0
"Who choose this music? Ive rarely heard such a disparate, really awful decision like this. Jesus Christ.",0
"They better not mess this up. Bookworms are way crazier than anime fans. And sometimes, theyre also anime fans.Beware.",0
"Not watching any other trailers for this but so pumped, especially after previous predator film going to be lit",2
Twister Remake Really ?? wow finally my favourit disaster movie,2
"Im sorry, but this looks even worse than the original. Tbh, if this looks interesting to you then watch the original first and then re-watch this trailer. Thats all it going to say.",0
Glad the went ahead and released a proper trailer.,2
"Halle Berry is such a Hollywood star, underappreciated",2
We should ket them cook here,2
No fk that. Wheres Hoffman with the Fooooooood!!,0
Seems like crappy version of sons of anarchy.,0
¿ Wheres maxxxine trailer ?,1
Interesting choice of soundtrack for the trailer,1
First,1
This trailer is so beautiful man,2
"Yup, kind of dope! :face_with_tears_of_joy:  excited!! :hundred_points: :fire: :fire:",2
"Save your wallet guys, no need to watch this",0
"I am DYING to see it, the bike chase seen has me ruined when I saw this trailer in the theater",2
No James Earl Jr :sneezing_face::crying_face:,0
"Fyi, the Sanskrit in the opening scene was based of a character who could read Sanskrit and interpret the future. The character was inspired by Gandhi, and a gypsy. The character is Melquiades a favorite of mine",2
"One day, well celebrate and Sing Sing for the Black man that didnt do a crime and go to jail. The black man that takes care of his family and loves his wife/partner. That is a positive role model for kids and women to join him. Thanks, I really needed another jail is cool for us movie.",0
I cant wait to see this movie,2
Are we supposed to root of him or smth … what a bizarre idea for a movie,0
Of fuck no. Whats with the unoriginal movies in todays day and age. Im so sick of getting recycled content,0
"Everything is awesome:upside-down_face: except the wolverine hair & beard style. I would prefer xmen 2000, X2, or even The Wolverine one",2
